Unnamed: 0,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,random_var
138,K. Havertz,Kai Havertz,84,91,84500000,"CAM,CF,ST",CAM,Germany,https://cdn.sofifa.net/players/235/790/23_60.png,23,189,82,2042,434,Chelsea,130000,173200000,LW,2025,29,2020,-,Left,4,4,3,Germany,https://cdn.sofifa.net/flags/de.png,SUB,7,Medium,Medium,0.8674835022935208
139,João Félix,João Félix Sequeira,84,90,68500000,"CF,ST",CAM,Portugal,https://cdn.sofifa.net/players/242/444/23_60.png,22,181,72,2110,439,Atlético de Madrid,78000,154100000,ST,2026,7,2019,-,Right,4,5,2,Portugal,https://cdn.sofifa.net/flags/pt.png,SUB,23,Medium,Medium,0.9992889244144476
142,D. Rice,Declan Rice,84,87,52000000,CDM,CDM,England,https://cdn.sofifa.net/players/234/378/23_60.png,23,185,80,2075,450,West Ham United,83000,102700000,CDM,2024,41,2016,-,Right,3,2,1,England,https://cdn.sofifa.net/flags/gb-eng.png,CM,4,Medium,High,0.629650590939346
143,M. Mount,Mason Mount,84,87,57500000,"CAM,RW",CAM,England,https://cdn.sofifa.net/players/233/064/23_60.png,23,180,74,2119,444,Chelsea,130000,110700000,RW,2024,19,2016,-,Right,4,3,3,England,https://cdn.sofifa.net/flags/gb-eng.png,CAM,19,High,High,0.440484168984305
146,F. Kessié,Franck Yannick Kessié,84,86,47500000,"CDM,CM",CDM,Côte d'Ivoire,https://cdn.sofifa.net/players/230/938/23_60.png,25,183,88,2206,476,FC Barcelona,165000,100900000,SUB,2026,19,2022,-,Right,4,3,3,-,-,-,-,High,High,0.579534979116554
147,Oyarzabal,Mikel Oyarzabal Ugarte,84,86,53000000,"LW,RW",LW,Spain,https://cdn.sofifa.net/players/230/142/23_60.png,25,181,79,2044,428,Real Sociedad,57000,115300000,SUB,2024,10,2014,-,Left,3,3,2,Spain,https://cdn.sofifa.net/flags/es.png,LW,21,High,Medium,0.7760502330240817
150,Marcos Llorente,Marcos Llorente Moreno,84,85,48000000,"CM,RM,RB",CAM,Spain,https://cdn.sofifa.net/players/226/161/23_60.png,27,184,74,2244,489,Atlético de Madrid,81000,102000000,SUB,2027,14,2019,-,Right,4,3,3,Spain,https://cdn.sofifa.net/flags/es.png,SUB,6,High,Medium,0.6673241887624847
151,M. Ødegaard,Martin Ødegaard,84,89,63500000,"CAM,CM",CAM,Norway,https://cdn.sofifa.net/players/222/665/23_60.png,23,178,68,2109,442,Arsenal,105000,125400000,CAM,2026,8,2021,-,Left,2,5,3,Norway,https://cdn.sofifa.net/flags/no.png,CM,10,High,Medium,0.7852553124664364
152,D. Vlahović,Dušan Vlahović,84,91,86500000,ST,ST,Serbia,https://cdn.sofifa.net/players/246/430/23_60.png,22,190,75,1912,416,Juventus,140000,164400000,ST,2026,9,2022,-,Left,3,3,2,-,-,-,-,Medium,Medium,0.7406273612513177
154,Angeliño,José Ángel Esmoris Tasende,83,85,42000000,"LWB,LM",LM,Spain,https://cdn.sofifa.net/players/220/651/23_60.png,25,171,69,2209,461,TSG Hoffenheim,64000,0,LWB,2023,11,2021,YES,Left,3,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High,0.6173907762646583
155,O. Dembélé,Ousmane Dembélé,83,86,48000000,"RW,LW",LM,France,https://cdn.sofifa.net/players/231/443/23_60.png,25,178,67,2002,428,FC Barcelona,180000,102000000,RW,2024,7,2017,-,Left,5,5,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.5268667559346049
157,Rúben Neves,Rúben Diogo da Silva Neves,83,86,47500000,"CM,CDM",CM,Portugal,https://cdn.sofifa.net/players/224/293/23_60.png,25,180,80,2171,444,Wolverhampton Wanderers,105000,93800000,CDM,2024,8,2017,-,Right,4,3,2,Portugal,https://cdn.sofifa.net/flags/pt.png,CDM,18,Low,High,0.5232668934106712
159,K. Laimer,Konrad Laimer,83,84,38500000,"CDM,CM",CDM,Austria,https://cdn.sofifa.net/players/225/375/23_60.png,25,180,72,2156,468,RB Leipzig,64000,68300000,SUB,2023,27,2017,-,Right,3,3,2,Austria,https://cdn.sofifa.net/flags/at.png,RM,20,Medium,High,0.5684740292092391
160,P. Kimpembe,Presnel Kimpembe,83,86,42000000,CB,CB,France,https://cdn.sofifa.net/players/225/850/23_60.png,26,189,80,1943,429,Paris Saint-Germain,95000,80900000,RES,2024,3,2015,-,Left,3,2,3,France,https://cdn.sofifa.net/flags/fr.png,SUB,3,Medium,High,0.9767010924729382
162,F. Mendy,Ferland Mendy,83,84,38000000,LB,LB,France,https://cdn.sofifa.net/players/228/618/23_60.png,27,180,73,2158,473,Real Madrid CF,170000,80800000,LB,2025,23,2019,-,Left,5,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,0.4877283685480469
165,Unai Simón,Unai Simón Mendibil,83,86,37000000,GK,GK,Spain,https://cdn.sofifa.net/players/230/869/23_60.png,25,190,89,1311,457,Athletic Club de Bilbao,30000,80500000,GK,2025,1,2015,-,Right,3,1,3,Spain,https://cdn.sofifa.net/flags/es.png,GK,23,Medium,Medium,0.5258340020186226
166,V. Osimhen,Victor Osimhen,83,89,58000000,ST,ST,Nigeria,https://cdn.sofifa.net/players/232/293/23_60.png,23,185,78,1999,436,Napoli,72000,110200000,SUB,2025,9,2020,-,Right,4,3,2,-,-,-,-,High,Medium,0.7841403314346026
167,P. Højbjerg,Pierre-Emile Højbjerg,83,85,40500000,"CDM,CM",CDM,Denmark,https://cdn.sofifa.net/players/213/648/23_60.png,26,187,84,2108,444,Tottenham Hotspur,110000,80000000,CM,2025,5,2020,-,Right,4,3,2,Denmark,https://cdn.sofifa.net/flags/dk.png,CM,23,High,High,0.9615307844951719
169,Raphinha,Raphael Dias Belloli,83,86,48000000,"RW,RM",LM,Brazil,https://cdn.sofifa.net/players/233/419/23_60.png,25,176,68,2129,455,FC Barcelona,180000,102000000,SUB,2027,22,2022,-,Left,4,4,2,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High,0.5865267430001199
170,Carlos Soler,Carlos Soler Barragán,83,88,53000000,"CM,RM,CDM",CM,Spain,https://cdn.sofifa.net/players/234/153/23_60.png,25,180,76,2183,463,Paris Saint-Germain,100000,102000000,SUB,2027,28,2022,-,Right,4,3,2,Spain,https://cdn.sofifa.net/flags/es.png,SUB,17,Medium,Medium,0.5429319418215325
175,R. Kent,Roy Kent,83,83,0,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/269/760/23_60.png,40,182,82,2114,444,AFC Richmond,45000,0,CM,2024,6,2018,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,0.5170420486552618
176,D. Zapata,Duván Zapata,83,83,30500000,ST,ST,Colombia,https://cdn.sofifa.net/players/215/333/23_60.png,31,189,88,1928,422,Atalanta,77000,51900000,SUB,2024,91,2020,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium,0.6303203047266442
177,Á. Correa,Ángel Correa,83,84,42500000,"ST,RM,CF",CF,Argentina,https://cdn.sofifa.net/players/214/997/23_60.png,27,171,70,2140,457,Atlético de Madrid,80000,90300000,SUB,2026,10,2014,-,Right,4,4,2,Argentina,https://cdn.sofifa.net/flags/ar.png,SUB,9,High,Medium,0.4827250625208338
179,T. Lemar,Thomas Lemar,83,86,47000000,"CM,LM,RM",CAM,France,https://cdn.sofifa.net/players/213/565/23_60.png,26,171,66,2215,462,Atlético de Madrid,74000,99900000,SUB,2023,11,2018,-,Left,3,4,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,0.8301545323682529
181,J. Cuadrado,Juan Cuadrado,83,83,13500000,"RB,RM",RB,Colombia,https://cdn.sofifa.net/players/193/082/23_60.png,34,179,72,2234,478,Juventus,120000,23000000,RB,2023,11,2017,-,Right,3,5,3,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium,0.851410405364099
184,Piqué,Gerard Piqué Bernabeu,83,83,9500000,CB,CB,Spain,https://cdn.sofifa.net/players/152/729/23_60.png,35,194,85,1953,415,FC Barcelona,110000,19500000,SUB,2024,3,2008,-,Right,3,2,4,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.8983799673448191
185,K. Schmeichel,Kasper Schmeichel,83,83,4000000,GK,GK,Denmark,https://cdn.sofifa.net/players/163/587/23_60.png,35,189,89,1339,450,OGC Nice,31000,7600000,GK,2023,1,2022,-,Right,3,1,2,Denmark,https://cdn.sofifa.net/flags/dk.png,GK,1,Medium,Medium,0.9040470055293732
188,L. Hrádecký,Lukáš Hrádecký,83,83,18000000,GK,GK,Finland,https://cdn.sofifa.net/players/190/941/23_60.png,32,192,85,1195,439,Bayer 04 Leverkusen,55000,30600000,GK,2026,1,2018,-,Right,3,1,3,Finland,https://cdn.sofifa.net/flags/fi.png,GK,1,Medium,Medium,0.49990732421514317
189,David Silva,David Josué Jiménez Silva,83,83,12000000,"CAM,CM",CAM,Spain,https://cdn.sofifa.net/players/168/542/23_60.png,36,173,67,2015,409,Real Sociedad,37000,25200000,CAM,2023,21,2020,-,Left,2,4,4,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.7856222584297636
190,O. Baumann,Oliver Baumann,83,83,18000000,GK,GK,Germany,https://cdn.sofifa.net/players/193/698/23_60.png,32,187,82,1267,456,TSG Hoffenheim,40000,30600000,GK,2024,1,2014,-,Right,1,1,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7095689350224559
191,A. Griezmann,Antoine Griezmann,83,83,30500000,"ST,CF,RW",CAM,France,https://cdn.sofifa.net/players/194/765/23_60.png,31,176,73,2235,454,Atlético de Madrid,185000,0,SUB,2023,8,2019,YES,Left,3,4,4,France,https://cdn.sofifa.net/flags/fr.png,CAM,7,Medium,Medium,0.9205805504300918
192,Luis Alberto,Luis Alberto Romero Alconchel,83,83,35500000,CM,CM,Spain,https://cdn.sofifa.net/players/198/706/23_60.png,29,183,74,1982,412,Lazio,74000,60400000,CM,2025,10,2016,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.8164538935882864
193,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,83,83,35500000,CF,CF,Brazil,https://cdn.sofifa.net/players/201/942/23_60.png,30,181,76,2161,453,Liverpool,150000,65700000,SUB,2023,9,2015,-,Right,4,5,3,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High,0.9291256868224008
194,J. Stones,John Stones,83,84,34500000,CB,CB,England,https://cdn.sofifa.net/players/203/574/23_60.png,28,188,76,1964,430,Manchester City,150000,66400000,SUB,2026,5,2016,-,Right,4,3,2,England,https://cdn.sofifa.net/flags/gb-eng.png,CB,5,High,Medium,0.4336908519124856
195,H. Ziyech,Hakim Ziyech,83,83,35500000,"RW,CAM",RW,Morocco,https://cdn.sofifa.net/players/208/670/23_60.png,29,181,65,2078,438,Chelsea,155000,65700000,SUB,2025,22,2020,-,Left,2,5,3,Morocco,https://cdn.sofifa.net/flags/ma.png,RW,11,High,High,0.9961746619042708
196,Koke,Jorge Resurrección,83,83,34500000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/193/747/23_60.png,30,176,75,2192,462,Atlético de Madrid,74000,70700000,CM,2024,6,2011,-,Right,4,3,3,Spain,https://cdn.sofifa.net/flags/es.png,CM,8,Medium,Medium,0.5776433299916964
197,Ricardo Pereira,Ricardo Barbosa Pereira,83,83,33000000,"RB,RWB",RB,Portugal,https://cdn.sofifa.net/players/210/243/23_60.png,28,175,70,2168,459,Leicester City,105000,62700000,SUB,2026,21,2018,-,Right,4,3,3,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,High,0.424667460860063
199,G. Rulli,Gerónimo Rulli,82,82,20500000,GK,GK,Argentina,https://cdn.sofifa.net/players/215/316/23_60.png,30,189,84,1336,459,Villarreal CF,34000,43100000,GK,2024,13,2020,-,Right,3,1,3,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,0.9516262321594106
201,Rafa,Rafael A. Ferreira Silva,82,82,30000000,"RW,RM,CF",RW,Portugal,https://cdn.sofifa.net/players/216/547/23_60.png,29,172,66,1996,427,SL Benfica,24000,60000000,CF,2024,27,2016,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium,0.459033021235965
202,G. Di Lorenzo,Giovanni Di Lorenzo,82,82,27500000,RB,RB,Italy,https://cdn.sofifa.net/players/217/870/23_60.png,28,183,83,2135,459,Napoli,66000,46800000,RB,2026,22,2019,-,Right,3,3,2,Italy,https://cdn.sofifa.net/flags/it.png,RB,2,Medium,Medium,0.9981242519544743
203,David Soria,David Soria Solís,82,82,21000000,GK,GK,Spain,https://cdn.sofifa.net/players/223/952/23_60.png,29,192,85,1279,443,Getafe CF,32000,44100000,GK,2023,13,2018,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.7445447160993276
204,M. Locatelli,Manuel Locatelli,82,86,40000000,"CDM,CM",CM,Italy,https://cdn.sofifa.net/players/222/077/23_60.png,24,185,75,2120,450,Juventus,37000,0,CM,2023,27,2019,YES,Right,4,3,2,Italy,https://cdn.sofifa.net/flags/it.png,SUB,5,Medium,High,0.5889893084795104
205,R. Gosens,Robin Gosens,82,82,29500000,"LWB,LM",LWB,Germany,https://cdn.sofifa.net/players/223/697/23_60.png,27,183,76,2193,467,Inter,59000,0,LM,2023,8,2017,YES,Left,3,3,3,Germany,https://cdn.sofifa.net/flags/de.png,SUB,16,High,Medium,0.9027966777742301
207,J. Tah,Jonathan Tah,82,84,33500000,CB,CB,Germany,https://cdn.sofifa.net/players/213/331/23_60.png,26,195,94,1726,392,Bayer 04 Leverkusen,62000,59500000,CB,2025,4,2015,-,Right,4,2,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7530929845514163
208,A. Christensen,Andreas Christensen,82,86,37500000,CB,CB,Denmark,https://cdn.sofifa.net/players/213/661/23_60.png,26,188,81,1775,394,FC Barcelona,145000,79700000,SUB,2026,15,2022,-,Right,3,2,2,Denmark,https://cdn.sofifa.net/flags/dk.png,CB,6,Low,Medium,0.6203740106908919
209,E. Can,Emre Can,82,82,30500000,"CM,CB,CDM",CB,Germany,https://cdn.sofifa.net/players/208/333/23_60.png,28,186,86,2269,483,Borussia Dortmund,63000,51900000,SUB,2024,23,2020,-,Right,4,3,3,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,0.7984721140754705
211,J. Brandt,Julian Brandt,82,85,40000000,"CAM,CM,RM",CAM,Germany,https://cdn.sofifa.net/players/212/194/23_60.png,26,185,83,2027,425,Borussia Dortmund,60000,71000000,SUB,2024,19,2019,-,Right,4,4,3,Germany,https://cdn.sofifa.net/flags/de.png,SUB,20,High,Medium,0.69968463964555
213,Gayà,José Luís Gayà Peña,82,83,32000000,"LB,LM",LB,Spain,https://cdn.sofifa.net/players/211/688/23_60.png,27,172,66,2090,451,Valencia CF,44000,69600000,LB,2023,14,2012,-,Left,3,4,3,Spain,https://cdn.sofifa.net/flags/es.png,SUB,14,High,Medium,0.4530854527565338
216,R. Guerreiro,Raphaël Guerreiro,82,82,27500000,"LB,LM",CAM,Portugal,https://cdn.sofifa.net/players/209/889/23_60.png,28,170,71,2171,454,Borussia Dortmund,57000,46800000,LB,2023,13,2016,-,Left,2,4,3,Portugal,https://cdn.sofifa.net/flags/pt.png,LB,5,High,Low,0.6903212464031371
219,S. Haller,Sébastien Haller,82,82,31000000,ST,ST,Côte d'Ivoire,https://cdn.sofifa.net/players/205/693/23_60.png,28,190,82,1947,415,Borussia Dortmund,68000,52700000,RES,2026,9,2022,-,Right,3,3,3,-,-,-,-,High,Medium,0.6161719427924675
220,Aritz Elustondo,Aritz Elustondo,82,83,29000000,"CB,RB",CB,Spain,https://cdn.sofifa.net/players/226/221/23_60.png,28,180,71,1820,390,Real Sociedad,43000,63100000,SUB,2024,6,2014,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Low,High,0.5438006572111227
221,T. Abraham,Tammy Abraham,82,85,42000000,ST,ST,England,https://cdn.sofifa.net/players/231/352/23_60.png,24,195,86,1927,424,Roma,77000,74600000,ST,2026,9,2021,-,Right,3,3,2,England,https://cdn.sofifa.net/flags/gb-eng.png,SUB,23,High,Medium,0.4636381069393499
223,Álex Remiro,Alejandro Remiro Gargallo,82,84,28000000,GK,GK,Spain,https://cdn.sofifa.net/players/227/127/23_60.png,27,192,79,1296,449,Real Sociedad,34000,60900000,GK,2027,1,2019,-,Right,4,1,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.45465219463340656
225,F. Wirtz,Florian Wirtz,82,91,66000000,"CAM,CM",CAM,Germany,https://cdn.sofifa.net/players/256/630/23_60.png,19,176,72,1994,428,Bayer 04 Leverkusen,38000,125400000,RES,2027,27,2020,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,0.8552403567695941
227,D. Núñez,Darwin Núñez,82,89,61500000,"ST,LW",ST,Uruguay,https://cdn.sofifa.net/players/253/072/23_60.png,23,186,80,2063,444,Liverpool,120000,126100000,ST,2028,27,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,High,High,0.6252603875867334
230,Dani Olmo,Daniel Olmo Carvajal,82,87,46000000,"CAM,CF",CAM,Spain,https://cdn.sofifa.net/players/244/260/23_60.png,24,179,72,2034,419,RB Leipzig,59000,81700000,SUB,2024,7,2020,-,Right,4,4,3,Spain,https://cdn.sofifa.net/flags/es.png,SUB,19,Medium,High,0.6933788892939933
231,A. Tchouaméni,Aurélien Tchouaméni,82,89,61500000,"CM,CDM",CDM,France,https://cdn.sofifa.net/players/241/637/23_60.png,22,187,81,2142,460,Real Madrid CF,145000,138400000,CDM,2028,18,2022,-,Right,3,3,2,France,https://cdn.sofifa.net/flags/fr.png,SUB,8,Medium,High,0.7351252905913478
232,Ferran Torres,Ferran Torres García,82,88,49000000,"LW,ST",LW,Spain,https://cdn.sofifa.net/players/241/461/23_60.png,22,184,77,2030,427,FC Barcelona,150000,110300000,SUB,2027,11,2022,-,Right,4,4,1,Spain,https://cdn.sofifa.net/flags/es.png,RW,11,High,Medium,0.5277092820445164
233,N. Mazraoui,Noussair Mazraoui,82,86,40500000,RB,RM,Morocco,https://cdn.sofifa.net/players/236/401/23_60.png,24,183,65,2105,459,FC Bayern München,59000,69900000,SUB,2026,40,2022,-,Right,3,3,2,Morocco,https://cdn.sofifa.net/flags/ma.png,SUB,14,High,Low,0.7201197438047345
235,A. Ramsdale,Aaron Ramsdale,82,86,34500000,GK,GK,England,https://cdn.sofifa.net/players/233/934/23_60.png,24,191,77,1396,455,Arsenal,62000,68100000,GK,2025,32,2021,-,Right,3,1,1,England,https://cdn.sofifa.net/flags/gb-eng.png,SUB,22,Medium,Medium,0.6800154034207536
237,D. Dumfries,Denzel Dumfries,82,84,34500000,"RWB,RM",RWB,Netherlands,https://cdn.sofifa.net/players/233/096/23_60.png,26,188,80,2061,456,Inter,73000,59500000,RM,2025,2,2021,-,Right,3,2,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,RWB,22,High,Medium,0.7611841007936513
240,Josué Chiamulera,Josué Durval Chiamulera Vaz,82,82,25000000,CB,CB,Brazil,https://cdn.sofifa.net/players/230/375/23_60.png,30,185,80,1885,405,Club Athletico Paranaense,23000,47500000,CB,2025,6,2022,-,Right,3,2,1,Brazil,https://cdn.sofifa.net/flags/br.png,CB,3,Medium,Medium,0.6525049789661486
241,Lucas Mantela,Lucas Luciano Mantela Patrício,82,82,27000000,GK,GK,Brazil,https://cdn.sofifa.net/players/230/182/23_60.png,22,183,77,1297,444,Palmeiras,33000,48600000,GK,2025,1,2022,-,Right,3,1,1,Brazil,https://cdn.sofifa.net/flags/br.png,GK,1,Medium,Medium,0.8469775187903271
244,C. Pulisic,Christian Pulisic,82,88,48000000,"LW,RW,LM",RM,United States,https://cdn.sofifa.net/players/227/796/23_60.png,23,177,69,1954,413,Chelsea,120000,98400000,SUB,2024,10,2019,-,Right,4,4,3,United States,https://cdn.sofifa.net/flags/us.png,LW,10,Medium,Medium,0.578835497696624
245,J. Pickford,Jordan Pickford,82,84,26000000,GK,GK,England,https://cdn.sofifa.net/players/204/935/23_60.png,28,185,77,1503,466,Everton,45000,51400000,GK,2024,1,2017,-,Left,4,1,3,England,https://cdn.sofifa.net/flags/gb-eng.png,GK,1,Medium,Medium,0.6501638332908785
246,Sergi Darder,Sergi Darder Moll,82,82,30500000,"CM,CDM,CAM",CM,Spain,https://cdn.sofifa.net/players/202/648/23_60.png,28,180,71,2188,472,RCD Espanyol de Barcelona,30000,64099999,CM,2026,10,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.9469638223040411
247,W. Orban,Willi Orban,82,82,25500000,CB,CB,Hungary,https://cdn.sofifa.net/players/204/638/23_60.png,29,186,87,1697,367,RB Leipzig,65000,43400000,CB,2025,4,2015,-,Right,3,2,2,Hungary,https://cdn.sofifa.net/flags/hu.png,CB,6,Medium,Medium,0.9349892339101712
250,Iñigo Martínez,Iñigo Martínez Berridi,82,82,21000000,CB,CB,Spain,https://cdn.sofifa.net/players/204/525/23_60.png,31,182,77,1992,417,Athletic Club de Bilbao,35000,44100000,SUB,2023,4,2018,-,Left,3,2,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.6672522384378531
252,I. Rakitić,Ivan Rakitić,82,82,14000000,CM,CM,Croatia,https://cdn.sofifa.net/players/168/651/23_60.png,34,184,78,2131,440,Sevilla FC,39000,29400000,CM,2024,10,2020,-,Right,4,3,3,-,https://cdn.sofifa.net/flags/hr.png,-,-,Medium,Medium,0.9332830574444614
253,D. Payet,Dimitri Payet,82,82,12500000,"CAM,LW,ST",CAM,France,https://cdn.sofifa.net/players/177/388/23_60.png,35,175,77,2015,420,Olympique de Marseille,40000,23800000,LF,2024,10,2017,-,Right,4,4,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.40582333189519315
254,Rui Patrício,Rui Pedro dos Santos Patrício,82,82,5000000,GK,GK,Portugal,https://cdn.sofifa.net/players/178/005/23_60.png,34,190,84,1368,457,Roma,59000,8500000,GK,2024,1,2021,-,Left,2,1,3,Portugal,https://cdn.sofifa.net/flags/pt.png,GK,1,Medium,Medium,0.6039509829546585
257,Yuri Berchiche,Yuri Berchiche Izeta,82,82,21000000,LB,LB,Spain,https://cdn.sofifa.net/players/183/512/23_60.png,32,181,80,2176,462,Athletic Club de Bilbao,35000,44100000,SUB,2024,17,2018,-,Left,3,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.6214580319059047
258,T. Alderweireld,Toby Alderweireld,82,82,14500000,CB,CB,Belgium,https://cdn.sofifa.net/players/184/087/23_60.png,33,186,81,1975,409,Royal Antwerp FC,30000,21800000,CB,2025,23,2022,-,Right,3,2,3,Belgium,https://cdn.sofifa.net/flags/be.png,CB,2,Medium,Medium,0.7043559897730904
259,M. Arnautović,Marko Arnautović,82,82,19500000,ST,ST,Austria,https://cdn.sofifa.net/players/184/200/23_60.png,33,192,83,2110,444,Bologna,51000,33200000,ST,2024,9,2021,-,Right,4,4,3,Austria,https://cdn.sofifa.net/flags/at.png,ST,7,Medium,Low,0.8114727189249509
265,L. Digne,Lucas Digne,82,82,27500000,LB,LB,France,https://cdn.sofifa.net/players/200/458/23_60.png,28,178,74,2206,459,Aston Villa,100000,52300000,LB,2026,27,2022,-,Left,2,3,2,France,https://cdn.sofifa.net/flags/fr.png,LM,18,High,Medium,0.7405685571631625
266,Isco,Francisco Román Alarcón Suárez,82,82,29500000,"CAM,LW,CM",CAM,Spain,https://cdn.sofifa.net/players/197/781/23_60.png,30,176,79,2051,425,Sevilla FC,39000,62000000,SUB,2024,22,2022,-,Right,3,4,3,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.7290348063862339
267,G. Kondogbia,Geoffrey Kondogbia,82,82,29500000,"CM,CDM,CB",CDM,Central African Republic,https://cdn.sofifa.net/players/201/455/23_60.png,29,188,76,2181,465,Atlético de Madrid,71000,60500000,CDM,2024,4,2020,-,Left,3,3,2,-,-,-,-,Medium,High,0.8337826124591593
268,Gabriel Paulista,Gabriel Armando de Abreu,82,82,21000000,CB,CB,Brazil,https://cdn.sofifa.net/players/201/305/23_60.png,31,185,72,1971,419,Valencia CF,44000,44100000,CB,2024,5,2017,-,Right,2,2,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Low,High,0.6344591843130568
271,L. Spinazzola,Leonardo Spinazzola,82,82,27000000,"LWB,LM",LWB,Italy,https://cdn.sofifa.net/players/202/884/23_60.png,29,186,75,2105,455,Roma,77000,45900000,LM,2024,37,2019,-,Right,4,4,3,Italy,https://cdn.sofifa.net/flags/it.png,LB,3,High,Medium,0.9170459967105727
272,S. Berghuis,Steven Berghuis,82,82,29500000,"CAM,RW",CAM,Netherlands,https://cdn.sofifa.net/players/200/260/23_60.png,30,182,75,2065,436,Ajax,25000,41300000,CM,2025,23,2021,-,Left,3,4,3,Netherlands,https://cdn.sofifa.net/flags/nl.png,CM,11,High,Medium,0.6688788965272314
